% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Complete Primary Schools,Country,City,Drinking water,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,ADM1_EN,Retention score,School infrastructure score,Toilet,Total number of schools
100.00%,0.886363636,0.00%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,117,Pakistan,FR DI Khan,29.36,47.3,2.68%,28.44,70.65,42.93,26.97%,0.851612903,132,0.148387097,23,4.00%,,2,13,FATA,28.72,36.15,28.44,155
63.21%,0.945578231,36.79%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,139,Pakistan,FR Kohat,29.73,39.55,2.68%,34.23,0,0,16.76%,0.794594595,147,0.205405405,38,4.00%,,3,5,FATA,71.4,50.99,34.23,185
81.06%,0.979166667,18.94%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,94,Pakistan,FR Lakki Marwat,38.96,42.56,2.68%,28.57,55.12,19.39,14.95%,0.834782609,96,0.165217391,19,4.00%,,0,2,FATA,26.78,45.19,28.57,115
81.66%,0.953333333,18.34%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,143,Pakistan,FR Peshawar,61.86,51.09,2.68%,44.07,73.5,12.3,9.44%,0.824175824,150,0.175824176,32,4.00%,,2,5,FATA,50.21,59.66,44.07,182
53.36%,0.830687831,46.64%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,157,Pakistan,FR Tank,47.37,66.06,2.68%,52.63,70.49,49.62,11.27%,0.828947368,189,0.171052632,39,4.00%,,5,27,FATA,47.49,55.53,52.63,228
91.15%,0.913043478,8.85%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,588,Pakistan,Khyber Agency,0,56.31,2.68%,26.78,69.19,54.22,11.21%,0.878581173,644,0.121418827,89,4.00%,,4,52,FATA,42.97,15.21,26.78,733
76.77%,0.906614786,23.23%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,466,Pakistan,Kurram Agency,26.18,36.24,2.68%,25.94,0,0,26.17%,0.829032258,514,0.170967742,106,4.00%,,5,43,FATA,71.72,38.44,25.94,620
91.15%,0.953535354,8.85%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,472,Pakistan,Mohmand Agency,20,57.17,2.68%,18.75,57.24,72.47,32.11%,0.831932773,495,0.168067227,100,4.00%,,1,22,FATA,40.12,28.96,18.75,595
76.69%,0.839416058,23.31%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,690,Pakistan,North Waziristan Agency,78.42,26.45,2.68%,55.57,0,0,6.82%,0.868004224,822,0.131995776,125,4.00%,,64,68,FATA,32.5,51.82,55.57,947
93.14%,0.937209302,6.86%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,403,Pakistan,Orakzai Agency,13.83,59.68,2.68%,16.75,78.62,64.45,45.81%,0.866935484,430,0.133064516,66,4.00%,,8,19,FATA,38.79,31.7,16.75,496
77.32%,0.917460317,22.68%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,578,Pakistan,South Waziristan Agency,16.35,29.21,2.68%,26.15,0,0,19.57%,0.847913863,630,0.152086137,113,4.00%,,10,42,FATA,44.18,31.23,26.15,743
89.68%,0.908560311,10.32%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,467,Pakistan,Bajaur Agency,28.988327,42.420369,2.20%,33.657588,52.79892,36.566667,24.50%,0.856666667,514,0.143333333,86,4.70%,,4,43,FATA,20,37.327463,32.684825,600
86.27%,0.917378917,13.73%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,322,Pakistan,FR Bannu,45.299145,57.332458,2.20%,53.846154,54.147423,56.194504,11.58%,0.851941748,351,0.148058252,61,4.70%,675667,0,29,FATA,55.253874,49.134081,32.193732,412
100.00%,0.886363636,0.00%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,117,Pakistan,FR DI Khan,20.454545,44.084094,2.20%,37.878788,55.685,51.153097,26.97%,0.851612903,132,0.148387097,23,4.70%,,2,13,FATA,24.527601,38.352422,31.060606,155
77.85%,0.945578231,22.15%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,139,Pakistan,FR Kohat,38.77551,72.77187,2.20%,42.176871,77.903298,74.033333,16.76%,0.794594595,147,0.205405405,38,4.70%,,3,5,FATA,67,40.952381,32.653061,185
100.00%,0.979166667,0.00%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,94,Pakistan,FR Lakki Marwat,28.125,29.443069,2.20%,21.875,41.604293,19.166667,14.95%,0.834782609,96,0.165217391,19,4.70%,,0,2,FATA,19.803197,37.202381,31.25,115
88.61%,0.953333333,11.39%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,143,Pakistan,FR Peshawar,66,53.283711,2.20%,59.333333,70.522963,26.195038,9.44%,0.824175824,150,0.175824176,32,4.70%,,2,5,FATA,55.030429,57.663063,57.333333,182
79.17%,0.830687831,20.83%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,157,Pakistan,FR Tank,36.507937,54.573971,2.20%,43.386243,70.450625,26.018322,11.27%,0.828947368,189,0.171052632,39,4.70%,,5,27,FATA,51,49.540616,48.148148,228
81.87%,0.913043478,18.13%,0.00621118,0.080745342,41.73%,10.11%,22.43%,14.52%,588,Pakistan,Khyber Agency,42.391304,50.299457,2.20%,44.720497,66.271707,46.8,11.21%,0.878581173,644,0.121418827,89,4.70%,,4,52,FATA,20,42.255349,33.850932,733
74.50%,0.906614786,25.50%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,466,Pakistan,Kurram Agency,33.268482,63.185319,2.20%,46.108949,66.572238,54.666667,26.17%,0.829032258,514,0.170967742,106,4.70%,,5,43,FATA,56,35.513037,28.599222,620
100.00%,0.953535354,0.00%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,472,Pakistan,Mohmand Agency,27.878788,52.404901,2.20%,31.111111,56.617487,73.633333,32.11%,0.831932773,495,0.168067227,100,4.70%,,1,22,FATA,31,31.867671,27.474747,595
86.96%,0.839416058,13.04%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,690,Pakistan,North Waziristan Agency,80.413625,49.521739,2.20%,75.790754,0,0,6.82%,0.868004224,822,0.131995776,125,4.70%,,64,68,FATA,36,70.255474,53.406326,947
78.50%,0.937209302,21.50%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,403,Pakistan,Orakzai Agency,22.790698,58.982729,2.20%,23.953488,75.292759,61.133333,45.81%,0.866935484,430,0.133064516,66,4.70%,,8,19,FATA,28,23.620701,12.790698,496
92.86%,0.917460317,7.14%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,578,Pakistan,South Waziristan Agency,26.349206,37.071429,2.20%,34.444444,0,0,19.57%,0.847913863,630,0.152086137,113,4.70%,,10,42,FATA,17,29.592862,33.809524,743
100.00%,0.65625,0.00%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,42,Pakistan,Astor,28.69565217,44.47871682,2.59%,6.956521739,69.41666667,62.93333333,27.35%,0.547008547,64,0.452991453,53,3.70%,0,2,20,Gilgit Baltistan,0,21.91304348,37.39130435,117
100.00%,0,0.00%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,0,Pakistan,Diamir,2.717391304,36.56425367,2.59%,2.717391304,30.41666667,61.06666667,21.76%,0.861924686,206,0.138075314,33,3.70%,0,78,140,Gilgit Baltistan,25.2,7.5,16.84782609,239
60.39%,0.805970149,39.61%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,54,Pakistan,Ghanchi,32.10526316,75.99844887,2.59%,46.31578947,72.41666667,54.36666667,20.86%,0.482014388,67,0.517985612,72,3.70%,88366,0,13,Gilgit Baltistan,87.6,42.10526316,60.52631579,139
89.19%,0.728813559,10.81%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,43,Pakistan,Ghizer,49.72375691,48.02823364,2.59%,3.314917127,69.83333333,61.46666667,1.75%,0.51754386,59,0.48245614,55,3.70%,120218,0,16,Gilgit Baltistan,0,31.71270718,37.01657459,114
60.14%,0.818181818,39.86%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,63,Pakistan,Gilgit,52.98507463,76.96806356,2.59%,1.492537313,79.41666667,63.8,1.41%,0.542253521,77,0.457746479,65,3.70%,243324,1,13,Gilgit Baltistan,74.8,29.40298508,25.37313433,142
68.70%,0.926829268,31.30%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,38,Pakistan,Hunza Nagar,64.13043478,78.48257621,2.59%,64.13043478,77.5,55.13333333,3.03%,0.414141414,41,0.585858586,58,3.70%,0,0,3,Gilgit Baltistan,100,50,56.52173913,99
79.34%,0.713780919,20.66%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,202,Pakistan,Skardu,23.58722359,64.77776071,2.59%,23.0958231,74.41666667,62.03333333,26.59%,0.665882353,283,0.334117647,142,3.70%,214848,5,76,Gilgit Baltistan,52,19.60687961,25.30712531,425
80.43%,0.65625,19.57%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,42,Pakistan,Astor,34.59375,63.87,2.62%,30.25,79.36,41.83,27.35%,0.547008547,64,0.452991453,53,4.10%,0,2,20,Gilgit Baltistan,64.715,42.59,59.25,117
92.98%,0,7.03%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,0,Pakistan,Diamir,66.53543307,55.97,2.62%,61.02362205,39.335,87.335,21.76%,0.861924686,206,0.138075314,33,4.10%,0,78,140,Gilgit Baltistan,40.18,53.875,55.98031496,239
63.05%,0.805970149,36.95%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,54,Pakistan,Ghanchi,46.90909091,78.69,2.62%,65.48484849,83.825,69.18,20.86%,0.482014388,67,0.517985612,72,4.10%,88366,0,13,Gilgit Baltistan,74.805,44.845,33.60606061,139
66.86%,0.728813559,33.15%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,43,Pakistan,Ghizer,87.47619048,59.095,2.62%,85.88888889,52.565,50.035,1.75%,0.51754386,59,0.48245614,55,4.10%,120218,0,16,Gilgit Baltistan,50.645,70.265,68.3968254,114
62.74%,0.818181818,37.27%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,63,Pakistan,Gilgit,73.5,70.02,2.62%,82.78571429,61.24,53.08,1.41%,0.542253521,77,0.457746479,65,4.10%,243324,1,13,Gilgit Baltistan,78.475,75.58,73.21428571,142
54.16%,0.926829268,45.85%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,38,Pakistan,Hunza Nagar,89.30434783,81.405,2.62%,51,63.305,70.095,3.03%,0.414141414,41,0.585858586,58,4.10%,0,0,3,Gilgit Baltistan,96.37,70.98,95.41304348,99
74.44%,0.713780919,25.57%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,202,Pakistan,Skardu,40.08208955,71.755,2.62%,38.58955224,60.8,71.915,26.59%,0.665882353,283,0.334117647,142,4.10%,214848,5,76,Gilgit Baltistan,78.735,35.655,37.8358209,425
58.46%,0.65625,41.54%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,42,Pakistan,Astor,13.85,75.86,2.68%,23.08,71.22,65.43,27.35%,0.547008547,64,0.452991453,53,4.00%,0,2,20,Gilgit Baltistan,75.23,25.85,38.46,117
100.00%,0,0.00%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,0,Pakistan,Diamir,43.41,58.36,2.68%,24.81,38.54,69.65,21.76%,0.861924686,206,0.138075314,33,4.00%,0,78,140,Gilgit Baltistan,77.9,20.78,10.85,239
53.45%,0.805970149,46.55%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,54,Pakistan,Ghanchi,38.81,68.79,2.68%,46.27,71.95,50.63,20.86%,0.482014388,67,0.517985612,72,4.00%,88366,0,13,Gilgit Baltistan,56.05,34.93,19.4,139
64.70%,0.728813559,35.30%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,43,Pakistan,Ghizer,83.87,69.58,2.68%,79.03,76.26,55.73,1.75%,0.51754386,59,0.48245614,55,4.00%,120218,0,16,Gilgit Baltistan,61.02,52.9,51.61,114
54.73%,0.818181818,45.27%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,63,Pakistan,Gilgit,56,74.88,2.68%,57.33,69.92,54.12,1.41%,0.542253521,77,0.457746479,65,4.00%,243324,1,13,Gilgit Baltistan,80.22,57.33,76,142
54.15%,0.926829268,45.85%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,38,Pakistan,Hunza Nagar,66.67,77.33,2.68%,71.11,74.55,54.29,3.03%,0.414141414,41,0.585858586,58,4.00%,0,0,3,Gilgit Baltistan,84.64,63.56,84.44,99
63.30%,0.713780919,36.70%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,202,Pakistan,Skardu,42.91,78.58,2.68%,36.94,72.6,57.46,26.59%,0.665882353,283,0.334117647,142,4.00%,214848,5,76,Gilgit Baltistan,97.56,38.88,27.99,425
58.18%,0.65625,41.82%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,42,Pakistan,Astor,28.125,76.191613,2.20%,17.1875,68.217616,64.663419,27.35%,0.547008547,64,0.452991453,53,4.70%,0,2,20,Gilgit Baltistan,80.062903,26.25,37.5,117
96.54%,0,3.46%,0.378640777,0.67961165,9.21%,17.57%,37.24%,14.23%,0,Pakistan,Diamir,70.873786,54.819682,2.20%,50,27.504075,82.31592,21.76%,0.861924686,206,0.138075314,33,4.70%,0,78,140,Gilgit Baltistan,56,44.642891,12.135922,239
63.76%,0.805970149,36.24%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,54,Pakistan,Ghanchi,34.328358,71.921517,2.20%,28.358209,66.651727,47.433333,20.86%,0.482014388,67,0.517985612,72,4.70%,88366,0,13,Gilgit Baltistan,87.357515,29.850746,31.343284,139
53.61%,0.728813559,46.39%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,43,Pakistan,Ghizer,76.271186,78.663899,2.20%,72.881356,73.037642,61.668185,1.75%,0.51754386,59,0.48245614,55,4.70%,120218,0,16,Gilgit Baltistan,83.563984,62.372881,86.440678,114
60.36%,0.818181818,39.64%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,63,Pakistan,Gilgit,57.142857,70.945782,2.20%,63.636364,56.66317,52.233333,1.41%,0.542253521,77,0.457746479,65,4.70%,243324,1,13,Gilgit Baltistan,85.243829,58.441558,80.519481,142
64.52%,0.926829268,35.48%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,38,Pakistan,Hunza Nagar,73.170732,69.724414,2.20%,60.97561,69.038758,53.383128,3.03%,0.414141414,41,0.585858586,58,4.70%,0,0,3,Gilgit Baltistan,71,62.553802,75.609756,99
58.96%,0.713780919,41.04%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,202,Pakistan,Skardu,39.575972,73.265443,2.20%,35.335689,57.993168,49.808995,26.59%,0.665882353,283,0.334117647,142,4.70%,214848,5,76,Gilgit Baltistan,94.218109,36.325088,25.441696,425
55.60%,0.994764398,44.40%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,190,Pakistan,Islamabad,98,82.6695901,2.59%,97,97.5,62.775,0.00%,0.488491049,191,0.511508951,200,3.70%,1829180,1,0,Islamabad,76,97.25,97,391
60.22%,0.994764398,39.78%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,190,Pakistan,Islamabad,93.92931937,72.98,2.62%,99.47643979,62.01,65.8,0.00%,0.488491049,191,0.511508951,200,4.10%,1829180,1,0,Islamabad,74.33,95.595,99.7382199,391
54.90%,0.994764398,45.10%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,190,Pakistan,Islamabad,92.67,83.96,2.68%,98.43,94.31,58.88,0.00%,0.488491049,191,0.511508951,200,4.00%,1829180,1,0,Islamabad,87.55,86.6,95.29,391
55.18%,0.994764398,44.82%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,190,Pakistan,Islamabad,92.670157,85.740863,2.20%,98.429319,89.515444,71.129807,0.00%,0.488491049,191,0.511508951,200,4.70%,1829180,1,0,Islamabad,87.5,86.596859,95.287958,391
55.97%,0.63282795,44.03%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,960,Pakistan,Abbottabad,60.02514142,74.61918625,2.59%,28.59836581,90,46.05,14.58%,0.830777656,1517,0.169222344,309,3.70%,880666,269,288,Khyber Pakhtunkhwa,68.4,54.56945317,64.0477687,1826
72.76%,0.634894992,27.24%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,786,Pakistan,Bannu,94.08233276,59.55404525,2.59%,93.567753,70,44.175,6.48%,0.826987308,1238,0.173012692,259,3.70%,0,106,346,Khyber Pakhtunkhwa,46.8,84.71698113,92.53859348,1497
76.98%,0.479395604,23.02%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,349,Pakistan,Batagram,23.80952381,54.39568802,2.59%,8.225108225,81.66666667,33.7,29.25%,0.891064871,728,0.108935129,89,3.70%,307278,225,154,Khyber Pakhtunkhwa,29.2,22.65512266,42.71284271,817
78.11%,0.742301459,21.89%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,458,Pakistan,Buner,62.39460371,61.1974605,2.59%,43.17032041,72.5,32,4.35%,0.789002558,617,0.210997442,165,3.70%,506048,52,107,Khyber Pakhtunkhwa,68.4,63.17032041,78.58347386,782
75.17%,0.873126873,24.83%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,874,Pakistan,Charsadda,95.25283798,64.74502088,2.59%,75.12899897,72.5,58.85,0.65%,0.817810458,1001,0.182189542,223,3.70%,1022364,27,100,Khyber Pakhtunkhwa,52.8,82.78637771,94.11764706,1224
71.98%,0.426829268,28.02%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,280,Pakistan,Chitral,72.30046948,77.42255432,2.59%,35.36776213,92.5,55.575,10.87%,0.800976801,656,0.199023199,163,3.70%,318689,167,209,Khyber Pakhtunkhwa,83.6,53.95931142,67.13615024,819
83.70%,0.728375101,16.30%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,901,Pakistan,Dera Ismail Khan,68.45140033,50.96842034,2.59%,52.22405272,52.5,38.275,5.89%,0.78340722,1237,0.21659278,342,3.70%,852995,113,223,Khyber Pakhtunkhwa,46.8,61.99341021,75.12355848,1579
87.53%,0.655487805,12.47%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,215,Pakistan,Hangu,69.90291262,55.47692896,2.59%,55.01618123,64.16666667,46.875,4.75%,0.82,328,0.18,72,3.70%,614529,33,80,Khyber Pakhtunkhwa,48.4,66.40776699,85.11326861,400
57.68%,0.675954592,42.32%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,655,Pakistan,Haripur,61.80904523,77.56419227,2.59%,53.26633166,94.16666667,60.575,11.58%,0.784615385,969,0.215384615,266,3.70%,692228,141,173,Khyber Pakhtunkhwa,63.2,61.66834171,71.65829146,1235
61.37%,0.871299871,38.63%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,677,Pakistan,Karak,45.11873351,69.95149337,2.59%,41.82058048,75,51.775,8.61%,0.814465409,777,0.185534591,177,3.70%,430796,40,60,Khyber Pakhtunkhwa,64.4,53.87862797,66.75461741,954
83.82%,0.897590361,16.18%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,596,Pakistan,Kohat,89.07956318,56.00013524,2.59%,70.98283931,71.66666667,30.15,0.00%,0.788598575,664,0.211401425,178,3.70%,562644,12,56,Khyber Pakhtunkhwa,56,81.09204368,97.6599064,842
88.63%,0.508975713,11.37%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,482,Pakistan,Kohistan,66.98841699,38.00057693,2.59%,10.03861004,35.83333333,26,37.89%,0.892554194,947,0.107445806,114,3.70%,472570,194,271,Khyber Pakhtunkhwa,28.8,35.21235521,25.67567568,1061
93.85%,0.667377399,6.15%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,626,Pakistan,Lakki Marwat,63.19218241,49.61247259,2.59%,71.22692725,60,34.7,5.79%,0.83600713,938,0.16399287,184,3.70%,490025,74,238,Khyber Pakhtunkhwa,47.6,60.08686211,74.37567861,1122
67.33%,0.704527403,32.67%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,887,Pakistan,Lower Dir,50.92073659,64.22824364,2.59%,61.88951161,79.16666667,29.475,8.59%,0.807051282,1259,0.192948718,301,3.70%,717649,135,237,Khyber Pakhtunkhwa,65.6,60.7846277,76.14091273,1560
60.65%,0.852575488,39.35%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,480,Pakistan,Malakand,73.36956522,72.84851322,2.59%,80.43478261,84.16666667,47.875,3.69%,0.79858156,563,0.20141844,142,3.70%,452291,30,53,Khyber Pakhtunkhwa,70,72.89855073,81.88405797,705
62.39%,0.414959016,37.61%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,810,Pakistan,Mansehra,42.64773248,68.22222656,2.59%,18.00274851,87.5,50.575,21.70%,0.847222222,1952,0.152777778,352,3.70%,1152839,647,495,Khyber Pakhtunkhwa,47.2,44.2693541,50.66422355,2304
65.27%,0.878766643,34.73%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1254,Pakistan,Mardan,88.02710843,71.28779135,2.59%,69.12650602,72.5,63.525,0.11%,0.79454343,1427,0.20545657,369,3.70%,1460100,58,115,Khyber Pakhtunkhwa,64.4,76.95783133,91.11445783,1796
71.67%,0.866059818,28.33%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,666,Pakistan,Nowshera,77.5862069,65.04774533,2.59%,69.8938992,85.83333333,39.225,1.95%,0.787909836,769,0.212090164,207,3.70%,874373,27,76,Khyber Pakhtunkhwa,56.8,77.34748011,92.5729443,976
79.25%,0.881132075,20.75%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,934,Pakistan,Peshawar,82.34183192,61.55070267,2.59%,62.6062323,74.16666667,46.0875,1.45%,0.76534296,1060,0.23465704,325,3.70%,2019118,30,96,Khyber Pakhtunkhwa,55.2,80.98205855,94.0509915,1385
96.84%,0.630182421,3.16%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,380,Pakistan,Shangla,17.18464351,48.27914164,2.59%,3.65630713,50.83333333,51.125,19.23%,0.834024896,603,0.165975104,120,3.70%,434563,66,157,Khyber Pakhtunkhwa,38,24.93601463,37.84277879,723
65.78%,0.812080537,34.22%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,847,Pakistan,Swabi,88.671875,67.59364396,2.59%,82.03125,80.83333333,52.925,0.99%,0.793759513,1043,0.206240487,271,3.70%,1026804,67,129,Khyber Pakhtunkhwa,52.4,81.1328125,92.1875,1314
70.15%,0.643013899,29.85%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,879,Pakistan,Swat,47.00718276,71.59966855,2.59%,39.50518755,77.5,47.05,12.11%,0.837622549,1367,0.162377451,265,3.70%,1257602,153,335,Khyber Pakhtunkhwa,82,48.20430966,62.88906624,1632
80.55%,0.805157593,19.45%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,281,Pakistan,Tank,67.81609195,50.27806909,2.59%,69.82758621,53.33333333,47.925,0.70%,0.813519814,349,0.186480186,80,3.70%,238216,11,57,Khyber Pakhtunkhwa,30.4,68.10344828,89.36781609,429
,0.616504854,,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,127,Pakistan,Tor Ghar,0,26.45416667,2.59%,0,43.58333333,62.23333333,43.64%,0.872881356,206,0.127118644,30,3.70%,185000,23,56,Khyber Pakhtunkhwa,0,0,0,236
73.00%,0.690210657,27.00%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,557,Pakistan,Upper Dir,42.9118774,72.81369078,2.59%,22.98850575,83.33333333,43.725,13.44%,0.840625,807,0.159375,153,3.70%,575858,96,154,Khyber Pakhtunkhwa,87.2,46.46232439,75.98978289,960
81.65%,0.63282795,18.36%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,960,Pakistan,Abbottabad,75.89390168,73.26,2.62%,52.96141879,72.715,71.28,14.58%,0.830777656,1517,0.169222344,309,4.10%,880666,269,288,Khyber Pakhtunkhwa,80.69,68.915,80.3851898,1826
75.69%,0.634894992,24.31%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,786,Pakistan,Bannu,99.91961415,62.845,2.62%,99.87942122,55.225,59.345,6.48%,0.826987308,1238,0.173012692,259,4.10%,0,106,346,Khyber Pakhtunkhwa,62.49,98.6,95.01607717,1497
79.57%,0.479395604,20.43%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,349,Pakistan,Batagram,36.68092567,50.045,2.62%,15.97896213,47,55.675,29.25%,0.891064871,728,0.108935129,89,4.10%,307278,225,154,Khyber Pakhtunkhwa,27.07,41.375,60.6115007,817
85.68%,0.742301459,14.33%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,458,Pakistan,Buner,69.05250404,60.375,2.62%,63.33279483,55.215,53.135,4.35%,0.789002558,617,0.210997442,165,4.10%,506048,52,107,Khyber Pakhtunkhwa,68.825,80.105,87.72617124,782
83.73%,0.873126873,16.27%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,874,Pakistan,Charsadda,91.97994269,62.645,2.62%,80.31088825,61.48,53.795,0.65%,0.817810458,1001,0.182189542,223,4.10%,1022364,27,100,Khyber Pakhtunkhwa,69.035,88.16,96.32282713,1224
86.90%,0.426829268,13.10%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,280,Pakistan,Chitral,75.82527301,68.985,2.62%,51.94461779,67.57,64.415,10.87%,0.800976801,656,0.199023199,163,4.10%,318689,167,209,Khyber Pakhtunkhwa,80.845,73.65,82.18330733,819
77.42%,0.728375101,22.59%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,901,Pakistan,Dera Ismail Khan,79.6015625,62.445,2.62%,68.984375,43.39,62.775,5.89%,0.78340722,1237,0.21659278,342,4.10%,852995,113,223,Khyber Pakhtunkhwa,71.05,80.335,86.375,1579
74.45%,0.655487805,25.56%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,215,Pakistan,Hangu,76.60493827,66.85,2.62%,65.58641975,56.145,62.165,4.75%,0.82,328,0.18,72,4.10%,614529,33,80,Khyber Pakhtunkhwa,73.54,80.61,91.62962963,400
81.64%,0.675954592,18.36%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,655,Pakistan,Haripur,67.48054475,61.4,2.62%,68.21595331,58.165,55.385,11.58%,0.784615385,969,0.215384615,266,4.10%,692228,141,173,Khyber Pakhtunkhwa,63.68,75.53,82.1381323,1235
73.20%,0.871299871,26.80%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,677,Pakistan,Karak,55.64285714,66.38,2.62%,62.04545455,52.165,57.695,8.61%,0.814465409,777,0.185534591,177,4.10%,430796,40,60,Khyber Pakhtunkhwa,78.86,75.755,81.28571429,954
100.00%,0.897590361,0.00%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,596,Pakistan,Kohat,90.22003035,49.795,2.62%,83.8292868,43.62,62.035,0.00%,0.788598575,664,0.211401425,178,4.10%,562644,12,56,Khyber Pakhtunkhwa,45.48,92.64,99.92412747,842
